text	local_time	like_count	user_screen_name	retweet_count	reply_count
Une campagne présidentielle, ce n’est pas les plateaux télé et le buzz médiatique. C’est venir à votre rencontre, échanger et vous apporter des solutions. Merci aux Bruaysiens pour cet accueil ! 🇫🇷 https://twitter.com/MLP_officiel/status/1488836145379221505/photo/1	2022-02-02T11:26:12	1159	MLP_officiel	278	70
📹 L'immigration est trop importante, on a largement dépassé le seuil de tolérance. Cela a des conséquences sur l’aggravation de l'insécurité, sur l'équilibre de notre système social. Dès mon élection, je soumettrai aux Français un référendum sur l'immigration. #FaceABaBa https://twitter.com/MLP_officiel/status/1504203214387875842/video/1	2022-03-16T21:09:27	714	MLP_officiel	278	76
🇫🇷🇾🇹 Insécurité et immigration : #Mayotte est en train de vivre notre futur. Je suis décidée à ce que la sécurité redevienne la première des libertés. Avec moi, le chaos et les bandes ne l'emporteront JAMAIS ! https://twitter.com/MLP_officiel/status/1471480380066779136/photo/1	2021-12-16T14:00:36	803	MLP_officiel	274	32
Je serai ce soir à 20h50 en duplex sur @France2tv pour évoquer la crise ukrainienne. #UkraineRussie https://twitter.com/MLP_officiel/status/1496856657447555075/photo/1	2022-02-24T14:36:52	791	MLP_officiel	272	108
📹 Un Français sur 3 ne se soigne pas correctement, et je me sens des devoirs à leur égard : on ne peut faire preuve de générosité à l'égard des clandestins avec l'Aide médicale d'Etat. @YahooActuFR https://twitter.com/MLP_officiel/status/1470828512055631874/video/1	2021-12-14T18:50:18	710	MLP_officiel	267	86
"🇫🇷🇾🇹 J'ai rencontré ce matin une association de mahoraises qui luttent au quotidien pour protéger leur territoire de l'immigration qui se déverse sur leur île.

Dans ce combat pour la justice et contre les promoteurs de l'invasion, elles ont TOUT mon soutien ! #Mayotte https://twitter.com/MLP_officiel/status/1471452625258401797/photo/1"	2021-12-16T12:10:18	775	MLP_officiel	266	41
"L’insécurité n’est pas une fatalité. 

Tolérance zéro, arrêt de l’immigration, reconquête des zones de non-droit, majorité pénale à 16 ans : j’agirai avec des mesures fermes pour que l’espace public ne soit plus un espace de crainte !

👉🏻 https://mlafrance.fr/pdfs/projet-la-securite.pdf https://twitter.com/MLP_officiel/status/1488550860770750464/photo/1"	2022-02-01T16:32:35	645	MLP_officiel	265	54
"Il n'est pas normal de garder sur notre territoire des étrangers qui ne respectent pas la loi : j'expulserai les délinquants étrangers. 

#DemandezLeProgramme #MarinePrésidente https://twitter.com/MLP_officiel/status/1507107257523314697/photo/1"	2022-03-24T21:29:05	786	MLP_officiel	264	60
"Je réserverai les prestations de solidarité aux Français, et aux étrangers qui peuvent justifier de 5 ans de travail équivalent temps plein avant d’être amenés à quitter notre pays s’ils sont au chômage depuis plus d’un an.  

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1504815315535945730/photo/1"	2022-03-18T13:41:43	911	MLP_officiel	263	97
📹 Si le peuple vote, le peuple gagne. Il ne faut pas se désintéresser de la politique car le pouvoir d'achat, l'immigration, l'insécurité, c'est la politique. Si vous ne votez pas pour défendre vos intérêts, vos intérêts ne sont pas défendus ! @franceinfo https://twitter.com/MLP_officiel/status/1505828221593563140/video/1	2022-03-21T08:46:39	579	MLP_officiel	261	60
📹 A compétence égale, je veux donner une priorité aux travailleurs français par rapport aux travailleurs étrangers. Et il est normal que les Français aient accès prioritairement au logement social. #Elysée2022 https://twitter.com/MLP_officiel/status/1499503276135522304/video/1	2022-03-03T21:53:35	550	MLP_officiel	257	24
La France subit une submersion migratoire, un chaos sécuritaire, un effondrement identitaire, sans précédent, au point que les Français ne reconnaissent plus leurs villes, leurs quartiers, ne reconnaissent tout simplement plus leur pays. #MarinePrésidente https://twitter.com/MLP_officiel/status/1500146637280268290/photo/1	2022-03-05T16:30:04	731	MLP_officiel	257	42
📹 Je veux supprimer le droit du sol, et en faire en sorte que les pays qui ne reprennent pas leurs clandestins n'aient plus un visa, plus un centime de l'aide publique au développement ni de l'argent transféré par leurs ressortissants. #Mayotte https://twitter.com/MLP_officiel/status/1471794072960573444/video/1	2021-12-17T10:47:06	777	MLP_officiel	252	52
"À #Mayotte, trois quart de la population est en situation irrégulière. L'ensemble des moyens de la justice, de la police et de la santé sont NOYÉS par un tel nombre de personnes.

La première des mesures à prendre est de renvoyer les clandestins chez eux ! https://twitter.com/MLP_officiel/status/1471819971919499266/video/1"	2021-12-17T12:30:01	613	MLP_officiel	251	31
📹 Je règle le problème de l'immigration avec un projet clé en main, qui contient la suppression du droit du sol, l'arrêt du regroupement familial, l'arrêt de l'acquisition automatique de la nationalité, l'expulsion des délinquants et criminels étrangers. #QuestionsPol https://twitter.com/MLP_officiel/status/1495379767910191110/video/1	2022-02-20T12:48:14	591	MLP_officiel	249	61
📹 A #Melilla, il y a des centaines de jeunes hommes qui veulent passer la frontière de force : nous savons faire la différence entre les réfugiés de guerre ukrainiens - avec qui il est normal que la France soit solidaire - et ces #migrants économiques. #Elysée2022 https://twitter.com/MLP_officiel/status/1499486773830893571/video/1	2022-03-03T20:48:00	529	MLP_officiel	249	58
Conférence de presse en direct : Chiffrage des mesures pour stopper la submersion migratoire https://twitter.com/i/broadcasts/1lDGLLbVAQoGm	2021-12-02T13:32:33	423	MLP_officiel	248	38
📹 Je veux rendre aux Français leur argent. Ils n'ont cessé d'être ponctionnés pour financer des politiques auxquelles ils s'opposent, notamment la politique d'immigration qui est un gouffre. Je veux leur rendre leur argent, parce que c'est eux qui le gagnent ! #LaMatinale https://twitter.com/MLP_officiel/status/1486972950943256577/video/1	2022-01-28T08:02:32	533	MLP_officiel	247	32
